job_name,salary_raw,salary_min,salary_max,company_name,company_type,industry,city,experience,education,job_url,source,soe_category,tags
硬件设计工程师,1.6-2万,16000,20000,杭州瑞利声电技术有限公司,国企,仪器仪表制造,杭州,无经验,硕士,http://www.zhaopin.com/jobdetail/CC839212250J40825283112.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,"['设计', 'PCB设计', 'FPGA研发']"
施工安全员,6000-12000元,6000,12000,浙江省工业设备安装集团有限公司,国企,工程施工,杭州,1-3年,本科,http://www.zhaopin.com/jobdetail/CC306863210J40917744815.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,地方国企,['安装工程']
互联网金融-客户经理,5000-10000元,5000,10000,大地期货有限公司,国企,证券/期货,杭州,3-5年,本科,http://www.zhaopin.com/jobdetail/CC163471810J40919477615.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,"['网络销售', '期货从业资格证', '期货投资咨询']"
蓝领公寓物业管家,5000-6000元·13薪,5000,6000,杭州新投城市运营有限公司,国企,物业管理,杭州,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1356638810J40778453014.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,地方国企,"['小区', '蓝领公寓']"
业务助理,1-1.6万,10000,16000,浙江中大物通商贸集团有限公司,国企,零售/批发,杭州,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1389355470J40801654211.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,[]
隧道监理工程师（工作地点：华中、华东、华北、东北等地）,7000-10000元,7000,10000,北京斯派克工程项目管理有限责任公司,国企,石油/石化,杭州,3-5年,大专,http://www.zhaopin.com/jobdetail/CC561569920J40711249301.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,"['地下储库', '隧道']"
人力资源副总监/经理（储备）,1.2-2万·13薪,12000,20000,浙江商达公用集团有限公司,国企,专用设备制造,杭州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC437595780J40766259811.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,"['人力资源规划', '绩效管理', '招聘']"
区域经理,2-3万,20000,30000,中国人寿保险股份有限公司杭州市分公司第一营销服务部(蓝海部),国企,保险,杭州,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1465533370J40411000413.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,央企,"['KA大客户', '个人客户', '企业客户', '区域销售', '代理商销售']"
安装施工员,8000-12000元,8000,12000,浙江省工业设备安装集团有限公司,国企,工程施工,杭州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC306863210J40917726415.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,地方国企,"['二级建造师', '安装工程', '锅炉安装', '施工员证']"
企业信息化项目经理,1.6-2.5万,16000,25000,浙江省公众信息产业有限公司杭州市分公司,国企,IT服务,杭州,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1344028710J40865684012.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,地方国企,"['ERP系统', 'MES系统']"
自控工程师,8000-10000元,8000,10000,北控水务(中国)投资有限公司,国企,环保,杭州,经验不限,本科,http://www.zhaopin.com/jobdetail/CC306391710J40826314407.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,央企,"['测试', '安装/调试', '设计', 'PLC设计', '电气设计']"
业务助理（有色原料项目）,1-1.5万,10000,15000,浙江中大物通商贸集团有限公司,国企,零售/批发,杭州,1年以下,本科,http://www.zhaopin.com/jobdetail/CCL1389355470J40826110611.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,[]
票务（美景公司）,3000-5000元,3000,5000,杭州西湖风景名胜区资产经营集团有限公司,国企,旅游服务,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC450500210J40898020204.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,地方国企,"['景区票务', '门票']"
股权投资部负责人,2-2.3万,20000,23000,杭州商旅金融投资有限公司,国企,证券/期货,杭州,5-10年,硕士,http://www.zhaopin.com/jobdetail/CC408141730J40856485313.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,"['基金机构', '企业投资部', '风险投资机构', '私募股权投资机构']"
合并报表高级主管,1.2-2万,12000,20000,浙江新大集团有限公司,国企,贸易/进出口,杭州,3-5年,本科,http://www.zhaopin.com/jobdetail/CC140675180J40867293003.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,"['财务分析', '集团公司']"
桥梁检测工程师,1-1.8万,10000,18000,浙江交科工程检测有限公司,国企,专业技术服务,杭州,1-3年,硕士,http://www.zhaopin.com/jobdetail/CC231571610J40644217803.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,[]
风控岗（法务方向）,1.3-2.3万,13000,23000,杭州商旅金融投资有限公司,国企,证券/期货,杭州,3-5年,本科,http://www.zhaopin.com/jobdetail/CC408141730J40856479513.htm?refcode=4019&srccode=401903&preactionid=8f21a126-92b5-480c-b12f-0f3989e49091,zhaopin,国企,"['法务风控', '风控合规', '投融资风控']"
专职商务司机,5000-6000元,5000,6000,浙江省工业设备安装集团有限公司,国企,工程施工,杭州,3-5年,大专,http://www.zhaopin.com/jobdetail/CC306863210J40806847515.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,地方国企,['行政司机']
安全员（保安公司）,5000-6000元,5000,6000,杭州西湖风景名胜区资产经营集团有限公司,国企,旅游服务,杭州,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC450500210J40967698804.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,地方国企,"['安全员', '保安员证']"
业务内勤,1-1.3万,10000,13000,浙江中大物通商贸集团有限公司,国企,零售/批发,杭州,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1389355470J40823268611.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,国企,['内贸跟单']
安装技术负责人,1.4-1.8万,14000,18000,浙江省工业设备安装集团有限公司,国企,工程施工,杭州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC306863210J40917740715.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,地方国企,"['工业锅炉', '电站锅炉', '二级建造师']"
AI技术工程师,1-2万,10000,20000,北控水务(中国)投资有限公司,国企,环保,杭州,1-3年,本科,http://www.zhaopin.com/jobdetail/CC306391710J40826317007.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['深度学习', '机器学习', '大模型算法', 'Python', 'C++']"
医药代表,6000-12000元,6000,12000,东阿阿胶,国企,医药制造,杭州,经验不限,本科,http://www.zhaopin.com/jobdetail/CC120758820J40753854606.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,国企,"['中药', '处方药', '医院', '区域销售', '中医科', '华东大区']"
保险顾问,1.3-1.7万,13000,17000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,1-3年,学历不限,http://www.zhaopin.com/jobdetail/CC162083010J40876609703.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,[]
销售经理（年薪保底十万，上不封顶）,1.2-1.8万,12000,18000,中国人寿保险股份有限公司杭州市拱墅支公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1411957980J40392166005.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['面销/陌拜', '地推销售', '渠道销售', '个人客户（2C）', '面销']"
合约专员,6000-8000元,6000,8000,中国大地财产保险股份有限公司,国企,保险,杭州,经验不限,高中,http://www.zhaopin.com/jobdetail/CC145756070J40874096312.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['电话客服', '网络客服', '全白班']"
专网解决方案经理,8000-10000元,8000,10000,东方通信,国企,运营商/增值服务,杭州,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000537240J40777049509.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,国企,['投标技术方案']
销售实习生 8千-1.5万,8000-15000元,8000,15000,中国人寿保险股份有限公司杭州市拱墅支公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1411957980J40392195805.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['保险行业', '个人客户（2C）', '销售专员', '销售经理', '面销', '电话销售', '投资/理财', '互联网金融']"
客户续期专员/法定全休/五险一金/双休,6000-8000元,6000,8000,中国大地财产保险股份有限公司,国企,保险,杭州,经验不限,高中,http://www.zhaopin.com/jobdetail/CC145756070J40873888712.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,['电话销售']
保险销售专员【手把手带+无上限】,7000-14000元,7000,14000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40869472003.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['销售', '续保', '理赔', '财产险', '车险产品', '个险产品']"
金牌经理人,1.5-2.5万,15000,25000,中国人寿保险股份有限公司杭州市拱墅支公司,国企,保险,杭州,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1411957980J40393487805.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['保险行业', '银行', '证券/期货', '基金业务', '投资/理财', '贷款行业', '个人客户（2C）', '面销']"
6k+电话客服/续费专员/五险一金,6000-8000元,6000,8000,中国大地财产保险股份有限公司,国企,保险,杭州,经验不限,高中,http://www.zhaopin.com/jobdetail/CC145756070J40871287312.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['网络客服', '电话客服', '全白班']"
车险专员,5000-10000元,5000,10000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,1-3年,大专,http://www.zhaopin.com/jobdetail/CC162083010J40761176303.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['保险内勤', '车险产品', '门店销售']"
销售经理（晋升速度快；团队年轻化）,1-1.6万,10000,16000,中国人寿保险股份有限公司杭州市拱墅支公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1411957980J40392522005.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,[]
浙江6k+电话客服/续费专员/五险一金,6000-8000元,6000,8000,中国大地财产保险股份有限公司,国企,保险,杭州,经验不限,高中,http://www.zhaopin.com/jobdetail/CC145756070J40879390712.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,['个人客户']
售后服务人员,5000-10000元,5000,10000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC162083010J40747574003.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,央企,"['认真负责，遵从安排', '全白班', '售后服务', '电话客服']"
专职审核员（华东：江浙沪）,8000-16000元,8000,16000,中质协质量保证中心,国企,检测/认证,杭州,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000199530J40755999407.htm?refcode=4019&srccode=401903&preactionid=a276023c-a951-449b-83ab-0456c1399460,zhaopin,国企,[]
6k+电话客服/续费专员/五险一金,6000-8000元,6000,8000,中国大地财产保险股份有限公司,国企,保险,杭州,经验不限,高中,http://www.zhaopin.com/jobdetail/CC145756070J40879391412.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['网络客服', '电话客服', '全白班']"
综合金融客户经理,5000-10000元,5000,10000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,1-3年,大专,http://www.zhaopin.com/jobdetail/CC162083010J40716239903.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['企业客户', '个人客户', '电话销售', '门店销售', '渠道销售', '保险从业资格证', '工作认真负责']"
铁路监理员,3000-5000元,3000,5000,北京铁研建设监理有限责任公司南京分公司,国企,房地产开发,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC249787810J40365685211.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,['铁路监理员']
合约专员,6000-8000元,6000,8000,中国大地财产保险股份有限公司,国企,保险,杭州,经验不限,高中,http://www.zhaopin.com/jobdetail/CC145756070J40874612412.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['电话客服', '网络客服']"
人事助理专员,3000-4000元,3000,4000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40718989003.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['人力资源管理员', '招聘']"
岩土工程设计实习生,30-60元/天,30,60,成都西南交通大学设计研究院有限公司杭州分院,国企,工程技术与设计服务,杭州,无经验,本科,http://www.zhaopin.com/jobdetail/CC871312760J40737137016.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['土木工程', '岩土工程设计', '岩土工程监测', '边坡工程', '基坑工程', '地基工程', '路桥工程', '隧道工程', '注册土木工程师（岩土）']"
AI+创新中心主任,5-8万,50000,80000,东方通信,国企,运营商/增值服务,杭州,5-10年,博士,http://www.zhaopin.com/jobdetail/CC000537240J40821472509.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,[]
后勤岗位,5000-10000元,5000,10000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC162083010J40747576703.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['工作认真', '内勤管理']"
岩土工程设计,1.5-3万,15000,30000,成都西南交通大学设计研究院有限公司杭州分院,国企,工程技术与设计服务,杭州,经验不限,本科,http://www.zhaopin.com/jobdetail/CC871312760J40149220516.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['土木工程', '岩土工程设计', '岩土工程监测', '边坡工程', '基坑工程', '地基工程', '路桥工程', '隧道工程', '注册土木工程师（岩土）']"
卫星互联网终端创新中心主任,5-8万,50000,80000,东方通信,国企,运营商/增值服务,杭州,10年以上,硕士,http://www.zhaopin.com/jobdetail/CC000537240J40821470709.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,[]
综合金融顾问（高薪周末双休不加班）,1.5-3万,15000,30000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40837064703.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['销售', '寿险', '个险产品', '养老险']"
建筑设计项目负责人,1.1-2万,11000,20000,成都西南交通大学设计研究院有限公司杭州分院,国企,工程技术与设计服务,杭州,3-5年,硕士,http://www.zhaopin.com/jobdetail/CC871312760J40742514116.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['综合体', '公共建筑']"
杭州就近安排骑手送餐员高薪资自由提供车住,8000-12000元,8000,12000,重庆重报发行物流有限公司,国企,货运/物流/仓储,杭州,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC263111430J40826839807.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['公司提供电动车/摩托车', '无驾照要求', '餐饮外卖', '快递', '酒水饮料', '会骑电动车', '熟练使用导航', '无犯罪记录', '美团', '饿了么', '盒马']"
大客户销售代表（高薪周末双休不加班）,1.5-3万,15000,30000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40819601703.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['渠道销售', '面销/陌拜', '区域销售']"
物业综合维修工,6000-7000元,6000,7000,深圳特发商务有限公司杭州分公司,国企,物业管理,杭州,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1293630800J40765352914.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['弱电施工', '弱电运维', '停车系统', '楼宇自控系统', '网络系统']"
无人机地面站软件开发,1.5-3万·14薪,15000,30000,湖南云箭集团有限公司,国企,专用设备制造,杭州,1-3年,硕士,http://www.zhaopin.com/jobdetail/CC242136210J40584733208.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['地面站软件', '多旋翼无人机', '军用无人机']"
周末双休 西湖益联保专员,8000-16000元,8000,16000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40819606203.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['销售', '续保', '金融', '个险产品', '理财保险', '养老险']"
文员,8000-9000元,8000,9000,杭州宜承企业管理有限责任公司,国企,人力资源服务,杭州,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CCL1460394550J40760737010.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['社会招聘', '内部招聘']"
物业高配兼维修工,6000-7000元,6000,7000,深圳特发商务有限公司杭州分公司,国企,物业管理,杭州,1-3年,高中,http://www.zhaopin.com/jobdetail/CCL1293630800J40797310714.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,国企,"['特种作业操作证 （高压电工）', '特种作业操作证 （低压电工）', '空调制冷操作证']"
双休！保险销售经理（资源支持）,8000-16000元,8000,16000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40845880903.htm?refcode=4019&srccode=401903&preactionid=9bafacbb-947c-49c6-829c-7b875a05a22c,zhaopin,央企,"['保险销售', '销售经理', '销售', '个险产品', '理财保险', '养老险', '面销/陌拜', '电话销售', '渠道销售']"
地面站软件开发,1.2-2.4万·14薪,12000,24000,湖南云箭集团有限公司,国企,专用设备制造,杭州,1-3年,硕士,http://www.zhaopin.com/jobdetail/CC242136210J40584720608.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,"['Qt', '机器人开发', 'QT开发']"
基础工艺,1.2-1.8万,12000,18000,杭州航天电子技术有限公司,国企,船舶/航空/航天/火车制造,杭州,1-3年,硕士,http://www.zhaopin.com/jobdetail/CC200270310J40835965914.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,[]
央企直聘销售主管（高薪双休）,1.5-3万·13薪,15000,30000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,1-3年,大专,http://www.zhaopin.com/jobdetail/CC162083010J40875064503.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,"['销售主管', '销售', '续保', '理赔', '个险产品', '理财保险', '养老险', '网络销售', '会议/会展销售', '渠道销售']"
飞行器结构设计,1.3-2.5万,13000,25000,湖南云箭集团有限公司,国企,专用设备制造,杭州,经验不限,硕士,http://www.zhaopin.com/jobdetail/CC242136210J40584729608.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,"['航天器', '航空器', '飞机部件设计', '发动机设计', '机翼设计', '飞机外观设计', '控制系统设计']"
小米汽车钣金工,6000-12000元,6000,12000,物产中大元通汽车有限公司,国企,零售/批发,杭州,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1389606210J40660539506.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,"['汽车机修', '汽车钣金维修', '新能源汽车', '大工']"
综合金融管培生（高薪双休）,8000-16000元,8000,16000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,1年以下,大专,http://www.zhaopin.com/jobdetail/CC162083010J40875061703.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,"['销售方向', '市场营销方向', '人力资源管理方向']"
物流经理,1.5-2万·15薪,15000,20000,芜湖瑞泰汽车零部件有限公司,国企,汽车零部件,杭州,3-5年,大专,http://www.zhaopin.com/jobdetail/CC598978820J40881334102.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,['汽车座椅']
手工糕团,4000-7000元·13薪,4000,7000,杭州知味观食品有限公司,国企,食品/饮料,杭州,经验不限,高中,http://www.zhaopin.com/jobdetail/CC182293910J40842079805.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,['中式面点']
高薪双休保险代理人,8000-15000元,8000,15000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40874926603.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,"['销售', '续保', '理赔', '寿险', '个险产品', '财产险', '面销/陌拜', '电话销售', '会议/会展销售']"
期货量化经理,8000-16000元,8000,16000,宏源期货有限公司,国企,证券/期货,杭州,经验不限,本科,http://www.zhaopin.com/jobdetail/CC160144410J40565381816.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,[]
放射医师,7000-12000元,7000,12000,国投健康养老产业(杭州)有限公司,国企,社团/组织/社会保障,杭州,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1459095620J40604014007.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,['医师执业证（临床）']
康养规划师（双休高薪）,8000-15000元,8000,15000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40872260903.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,"['面销', 'KA大客户', '医疗机构', '个人客户', '面销/陌拜', '地推销售', '门店销售']"
仪表技术/造价（校招-海外岗）,1-1.5万,10000,15000,中国化学工程第七建设有限公司,国企,工程施工,杭州,无经验,本科,http://www.zhaopin.com/jobdetail/CC224012120J40856384412.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,[]
杭州国企 包吃 网络专员 五险一金 高薪,9000-12000元,9000,12000,中国太平洋财产保险股份有限公司宁波分公司,国企,银行,杭州,无经验,大专,http://www.zhaopin.com/jobdetail/CC447470520J40807266514.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,"['国企', '五险一金', '包吃', '电话销售', '网络销售', '办公室内勤销售', '业务简单', '环境舒适', '福利丰厚']"
政保网格员（高薪&周末双休）,8000-15000元,8000,15000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC162083010J40873802403.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,"['VIP客服', '售后客服', '电话客服', 'KA大客户', '企业客户', '个人客户', '面销/陌拜', '代理商销售', '门店销售']"
快递公司经理,8000-12000元,8000,12000,盘锦客运公交集团有限公司,国企,客运服务,杭州,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1337317020J40840322605.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,['快递公司运营']
综合行政岗（国企）,8000-15000元,8000,15000,杭州低空产业发展有限公司,国企,人工智能,杭州,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1492270900J40836415414.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,"['接待事务', '内勤管理', '后勤管理']"
销售助理+双休不加班,5000-10000元,5000,10000,中国人寿保险股份有限公司杭州市分公司,国企,保险,杭州,无经验,本科,http://www.zhaopin.com/jobdetail/CC162083010J40874199203.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,央企,"['招聘', '绩效管理', '销售管理']"
资金主管-外派,3-4万,30000,40000,浙商中拓,国企,贸易/进出口,杭州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC478508880J40878621012.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,['结算管理']
招聘焊工 月入8000（五险一金 包吃包住）,6000-8000元,6000,8000,格力电器(杭州)有限公司,国企,通用设备制造,杭州,1-3年,初中及以下,http://www.zhaopin.com/jobdetail/CC469349130J40521473505.htm?refcode=4019&srccode=401903&preactionid=709e6762-28d1-48bf-abc8-d30523eb6d32,zhaopin,国企,"['无职业病，接受白晚班', '包吃包住', '五险一金', '带薪培训', '高温补贴', '特种作业操作证（熔化焊接与热切割作业）', '压力焊工艺']"
自动化工程师,1-2万,10000,20000,长沙矿冶研究院有限责任公司,国企,学术/科研,长沙,1-3年,本科,http://www.zhaopin.com/jobdetail/CC140518180J40633831606.htm?refcode=4019&srccode=401903&preactionid=9069d01e-0bf6-4393-ac89-fbe6965c957f,zhaopin,国企,[]
运营主管,4000-5000元,4000,5000,长沙王府井百货有限责任公司,国企,零售/批发,长沙,经验不限,大专,http://www.zhaopin.com/jobdetail/CC143000960J40915901508.htm?refcode=4019&srccode=401903&preactionid=9069d01e-0bf6-4393-ac89-fbe6965c957f,zhaopin,国企,"['零售/批发', '销售运营', '数据运营', '门店运营']"
咨询工程师（26年后上岗）,7000-10000元,7000,10000,中咨工程管理咨询有限公司,国企,专业技术服务,长沙,3-5年,本科,http://www.zhaopin.com/jobdetail/CC628743830J40823476107.htm?refcode=4019&srccode=401903&preactionid=9069d01e-0bf6-4393-ac89-fbe6965c957f,zhaopin,国企,"['战略咨询', '注册咨询工程师', '中级职称', '工业信息化', '建筑信息化']"
