专业,年份,月薪,当前岗位数,当前中位薪资
外国语言与外国历史,2015,6630,0,0
大气科学,2025,13000,40,13000
大气科学,2024,12380,40,13000
大气科学,2023,11791,40,13000
大气科学,2022,11229,40,13000
大气科学,2021,10695,40,13000
大气科学,2020,10185,40,13000
大气科学,2019,9700,40,13000
大气科学,2018,9238,40,13000
大气科学,2017,8798,40,13000
大气科学,2016,8379,40,13000
大气科学,2015,7980,40,13000
天文学,2025,15400,0,0
天文学,2024,14666,0,0
天文学,2023,13968,0,0
天文学,2022,13303,0,0
天文学,2021,12669,0,0
天文学,2020,12066,0,0
天文学,2019,11491,0,0
天文学,2018,10944,0,0
天文学,2017,10423,0,0
天文学,2016,9926,0,0
天文学,2015,9454,0,0
女性学,2025,8100,0,0
女性学,2024,7714,0,0
女性学,2023,7346,0,0
女性学,2022,6997,0,0
女性学,2021,6663,0,0
女性学,2020,6346,0,0
女性学,2019,6044,0,0
女性学,2018,5756,0,0
女性学,2017,5482,0,0
女性学,2016,5221,0,0
女性学,2015,4972,0,0
妇幼保健医学,2025,11200,0,0
妇幼保健医学,2024,10666,0,0
妇幼保健医学,2023,10158,0,0
妇幼保健医学,2022,9674,0,0
妇幼保健医学,2021,9214,0,0
妇幼保健医学,2020,8775,0,0
妇幼保健医学,2019,8357,0,0
妇幼保健医学,2018,7959,0,0
妇幼保健医学,2017,7580,0,0
妇幼保健医学,2016,7219,0,0
妇幼保健医学,2015,6875,0,0
孟加拉语,2025,15500,0,0
孟加拉语,2024,14761,0,0
孟加拉语,2023,14058,0,0
孟加拉语,2022,13389,0,0
孟加拉语,2021,12751,0,0
孟加拉语,2020,12144,0,0
孟加拉语,2019,11566,0,0
孟加拉语,2018,11015,0,0
孟加拉语,2017,10491,0,0
孟加拉语,2016,9991,0,0
孟加拉语,2015,9515,0,0
学前教育,2025,9800,0,0
学前教育,2024,9423,0,0
学前教育,2023,9060,0,0
学前教育,2022,8712,0,0
学前教育,2021,8377,0,0
学前教育,2020,8054,0,0
学前教育,2019,7745,0,0
学前教育,2018,7447,0,0
学前教育,2017,7160,0,0
学前教育,2016,6885,0,0
学前教育,2015,6620,0,0
安全工程,2025,12500,0,0
安全工程,2024,11904,0,0
安全工程,2023,11337,0,0
安全工程,2022,10797,0,0
安全工程,2021,10283,0,0
安全工程,2020,9794,0,0
安全工程,2019,9327,0,0
安全工程,2018,8883,0,0
安全工程,2017,8460,0,0
安全工程,2016,8057,0,0
安全工程,2015,7673,0,0
安全防范工程,2025,14000,0,0
安全防范工程,2024,13333,0,0
安全防范工程,2023,12698,0,0
安全防范工程,2022,12093,0,0
安全防范工程,2021,11517,0,0
安全防范工程,2020,10969,0,0
安全防范工程,2019,10447,0,0
安全防范工程,2018,9949,0,0
安全防范工程,2017,9475,0,0
安全防范工程,2016,9024,0,0
安全防范工程,2015,8594,0,0
宗教学,2025,12200,0,0
宗教学,2024,11619,0,0
宗教学,2023,11065,0,0
宗教学,2022,10538,0,0
宗教学,2021,10036,0,0
宗教学,2020,9559,0,0
宗教学,2019,9103,0,0
宗教学,2018,8670,0,0
宗教学,2017,8257,0,0
宗教学,2016,7864,0,0
宗教学,2015,7489,0,0
宝石及材料工艺学,2025,10600,0,0
宝石及材料工艺学,2024,10095,0,0
宝石及材料工艺学,2023,9614,0,0
宝石及材料工艺学,2022,9156,0,0
宝石及材料工艺学,2021,8720,0,0
宝石及材料工艺学,2020,8305,0,0
宝石及材料工艺学,2019,7909,0,0
宝石及材料工艺学,2018,7533,0,0
宝石及材料工艺学,2017,7174,0,0
宝石及材料工艺学,2016,6832,0,0
宝石及材料工艺学,2015,6507,0,0
审计学,2025,12500,40,12500
审计学,2024,11682,40,12500
审计学,2023,10917,40,12500
审计学,2022,10203,40,12500
审计学,2021,9536,40,12500
审计学,2020,8912,40,12500
审计学,2019,8329,40,12500
审计学,2018,7784,40,12500
审计学,2017,7275,40,12500
审计学,2016,6799,40,12500
审计学,2015,6354,40,12500
家政学,2025,8400,0,0
家政学,2024,8000,0,0
家政学,2023,7619,0,0
家政学,2022,7256,0,0
家政学,2021,6910,0,0
家政学,2020,6581,0,0
家政学,2019,6268,0,0
家政学,2018,5969,0,0
家政学,2017,5685,0,0
家政学,2016,5414,0,0
家政学,2015,5156,0,0
导航工程,2025,12400,0,0
导航工程,2024,11809,0,0
导航工程,2023,11247,0,0
导航工程,2022,10711,0,0
导航工程,2021,10201,0,0
导航工程,2020,9715,0,0
导航工程,2019,9253,0,0
导航工程,2018,8812,0,0
导航工程,2017,8392,0,0
导航工程,2016,7993,0,0
导航工程,2015,7612,0,0
小学教育,2025,9000,0,0
小学教育,2024,8653,0,0
小学教育,2023,8321,0,0
小学教育,2022,8000,0,0
小学教育,2021,7693,0,0
小学教育,2020,7397,0,0
小学教育,2019,7112,0,0
小学教育,2018,6839,0,0
小学教育,2017,6576,0,0
小学教育,2016,6323,0,0
小学教育,2015,6080,0,0
尼泊尔语,2025,15500,0,0
尼泊尔语,2024,14761,0,0
尼泊尔语,2023,14058,0,0
尼泊尔语,2022,13389,0,0
尼泊尔语,2021,12751,0,0
尼泊尔语,2020,12144,0,0
尼泊尔语,2019,11566,0,0
尼泊尔语,2018,11015,0,0
尼泊尔语,2017,10491,0,0
尼泊尔语,2016,9991,0,0
尼泊尔语,2015,9515,0,0
工业工程,2025,11800,0,0
工业工程,2024,11238,0,0
工业工程,2023,10702,0,0
工业工程,2022,10193,0,0
工业工程,2021,9707,0,0
工业工程,2020,9245,0,0
工业工程,2019,8805,0,0
工业工程,2018,8386,0,0
工业工程,2017,7986,0,0
工业工程,2016,7606,0,0
工业工程,2015,7244,0,0
工业设计,2025,10500,40,10500
工业设计,2024,10000,40,10500
工业设计,2023,9523,40,10500
工业设计,2022,9070,40,10500
工业设计,2021,8638,40,10500
工业设计,2020,8227,40,10500
工业设计,2019,7835,40,10500
工业设计,2018,7462,40,10500
工业设计,2017,7106,40,10500
工业设计,2016,6768,40,10500
工业设计,2015,6446,40,10500
工商管理,2025,12500,0,0
工商管理,2024,11904,0,0
工商管理,2023,11337,0,0
工商管理,2022,10797,0,0
工商管理,2021,10283,0,0
工商管理,2020,9794,0,0
工商管理,2019,9327,0,0
工商管理,2018,8883,0,0
工商管理,2017,8460,0,0
工商管理,2016,8057,0,0
工商管理,2015,7673,0,0
工程力学,2025,12600,0,0
工程力学,2024,12000,0,0
工程力学,2023,11428,0,0
工程力学,2022,10884,0,0
工程力学,2021,10366,0,0
工程力学,2020,9872,0,0
工程力学,2019,9402,0,0
工程力学,2018,8954,0,0
工程力学,2017,8528,0,0
工程力学,2016,8122,0,0
工程力学,2015,7735,0,0
工程物理,2025,16900,0,0
工程物理,2024,16095,0,0
工程物理,2023,15328,0,0
工程物理,2022,14598,0,0
工程物理,2021,13903,0,0
工程物理,2020,13241,0,0
工程物理,2019,12611,0,0
工程物理,2018,12010,0,0
工程物理,2017,11438,0,0
工程物理,2016,10893,0,0
工程物理,2015,10375,0,0
工程管理,2025,12800,0,0
工程管理,2024,12190,0,0
工程管理,2023,11609,0,0
工程管理,2022,11057,0,0
工程管理,2021,10530,0,0
工程管理,2020,10029,0,0
工程管理,2019,9551,0,0
工程管理,2018,9096,0,0
工程管理,2017,8663,0,0
工程管理,2016,8250,0,0
工程管理,2015,7858,0,0
工程造价,2025,12700,0,0
工程造价,2024,12095,0,0
工程造价,2023,11519,0,0
工程造价,2022,10970,0,0
工程造价,2021,10448,0,0
工程造价,2020,9950,0,0
工程造价,2019,9476,0,0
工程造价,2018,9025,0,0
工程造价,2017,8595,0,0
工程造价,2016,8186,0,0
工程造价,2015,7796,0,0
工艺美术,2025,11100,0,0
工艺美术,2024,10571,0,0
工艺美术,2023,10068,0,0
工艺美术,2022,9588,0,0
工艺美术,2021,9131,0,0
工艺美术,2020,8697,0,0
工艺美术,2019,8282,0,0
工艺美术,2018,7888,0,0
工艺美术,2017,7512,0,0
工艺美术,2016,7155,0,0
工艺美术,2015,6814,0,0
市场营销,2025,12800,0,0
市场营销,2024,12190,0,0
市场营销,2023,11609,0,0
市场营销,2022,11057,0,0
市场营销,2021,10530,0,0
市场营销,2020,10029,0,0
市场营销,2019,9551,0,0
市场营销,2018,9096,0,0
市场营销,2017,8663,0,0
市场营销,2016,8250,0,0
市场营销,2015,7858,0,0
市场营销教育,2025,8600,0,0
市场营销教育,2024,8190,0,0
市场营销教育,2023,7800,0,0
市场营销教育,2022,7429,0,0
市场营销教育,2021,7075,0,0
市场营销教育,2020,6738,0,0
市场营销教育,2019,6417,0,0
市场营销教育,2018,6111,0,0
市场营销教育,2017,5820,0,0
市场营销教育,2016,5543,0,0
市场营销教育,2015,5279,0,0
希伯来语,2025,16500,0,0
希伯来语,2024,15714,0,0
希伯来语,2023,14965,0,0
希伯来语,2022,14253,0,0
希伯来语,2021,13574,0,0
希伯来语,2020,12928,0,0
希伯来语,2019,12312,0,0
希伯来语,2018,11726,0,0
希伯来语,2017,11167,0,0
希伯来语,2016,10636,0,0
希伯来语,2015,10129,0,0
希腊语,2025,15800,0,0
希腊语,2024,15047,0,0
希腊语,2023,14331,0,0
希腊语,2022,13648,0,0
希腊语,2021,12998,0,0
希腊语,2020,12379,0,0
希腊语,2019,11790,0,0
希腊语,2018,11228,0,0
希腊语,2017,10694,0,0
希腊语,2016,10184,0,0
希腊语,2015,9699,0,0
广告学,2025,13500,0,0
广告学,2024,12980,0,0
广告学,2023,12481,0,0
广告学,2022,12001,0,0
广告学,2021,11539,0,0
广告学,2020,11096,0,0
广告学,2019,10669,0,0
广告学,2018,10258,0,0
广告学,2017,9864,0,0
广告学,2016,9484,0,0
广告学,2015,9120,0,0
广播电视学,2025,13100,0,0
广播电视学,2024,12476,0,0
广播电视学,2023,11882,0,0
广播电视学,2022,11316,0,0
广播电视学,2021,10777,0,0
广播电视学,2020,10264,0,0
广播电视学,2019,9775,0,0
广播电视学,2018,9309,0,0
广播电视学,2017,8866,0,0
广播电视学,2016,8444,0,0
广播电视学,2015,8042,0,0
广播电视工程,2025,14400,0,0
广播电视工程,2024,13714,0,0
广播电视工程,2023,13061,0,0
广播电视工程,2022,12439,0,0
广播电视工程,2021,11846,0,0
广播电视工程,2020,11282,0,0
广播电视工程,2019,10745,0,0
广播电视工程,2018,10233,0,0
广播电视工程,2017,9746,0,0
广播电视工程,2016,9282,0,0
广播电视工程,2015,8840,0,0
广播电视编导,2025,13100,0,0
广播电视编导,2024,12476,0,0
广播电视编导,2023,11882,0,0
广播电视编导,2022,11316,0,0
广播电视编导,2021,10777,0,0
广播电视编导,2020,10264,0,0
广播电视编导,2019,9775,0,0
广播电视编导,2018,9309,0,0
广播电视编导,2017,8866,0,0
广播电视编导,2016,8444,0,0
广播电视编导,2015,8042,0,0
应用化学,2025,7500,80,7500
应用化学,2024,7142,80,7500
应用化学,2023,6802,80,7500
应用化学,2022,6478,80,7500
应用化学,2021,6170,80,7500
应用化学,2020,5876,80,7500
应用化学,2019,5596,80,7500
应用化学,2018,5330,80,7500
应用化学,2017,5076,80,7500
应用化学,2016,4834,80,7500
应用化学,2015,4604,80,7500
应用心理学,2025,10800,0,0
应用心理学,2024,10384,0,0
应用心理学,2023,9985,0,0
应用心理学,2022,9601,0,0
应用心理学,2021,9231,0,0
应用心理学,2020,8876,0,0
应用心理学,2019,8535,0,0
应用心理学,2018,8207,0,0
应用心理学,2017,7891,0,0
应用心理学,2016,7587,0,0
应用心理学,2015,7296,0,0
应用气象学,2025,13500,0,0
应用气象学,2024,12857,0,0
应用气象学,2023,12244,0,0
应用气象学,2022,11661,0,0
应用气象学,2021,11106,0,0
应用气象学,2020,10577,0,0
应用气象学,2019,10073,0,0
应用气象学,2018,9594,0,0
应用气象学,2017,9137,0,0
应用气象学,2016,8702,0,0
应用气象学,2015,8287,0,0
应用物理学,2025,15000,60,15000
应用物理学,2024,14285,60,15000
应用物理学,2023,13605,60,15000
应用物理学,2022,12957,60,15000
应用物理学,2021,12340,60,15000
应用物理学,2020,11752,60,15000
应用物理学,2019,11193,60,15000
应用物理学,2018,10660,60,15000
应用物理学,2017,10152,60,15000
应用物理学,2016,9669,60,15000
应用物理学,2015,9208,60,15000
应用生物科学,2025,14200,0,0
应用生物科学,2024,13523,0,0
应用生物科学,2023,12879,0,0
应用生物科学,2022,12266,0,0
应用生物科学,2021,11682,0,0
应用生物科学,2020,11126,0,0
应用生物科学,2019,10596,0,0
应用生物科学,2018,10091,0,0
应用生物科学,2017,9611,0,0
应用生物科学,2016,9153,0,0
应用生物科学,2015,8717,0,0
应用电子技术教育,2025,10800,0,0
应用电子技术教育,2024,10384,0,0
应用电子技术教育,2023,9985,0,0
应用电子技术教育,2022,9601,0,0
应用电子技术教育,2021,9231,0,0
应用电子技术教育,2020,8876,0,0
应用电子技术教育,2019,8535,0,0
应用电子技术教育,2018,8207,0,0
应用电子技术教育,2017,7891,0,0
应用电子技术教育,2016,7587,0,0
应用电子技术教育,2015,7296,0,0
应用统计学,2025,13300,0,0
应用统计学,2024,12429,0,0
应用统计学,2023,11616,0,0
应用统计学,2022,10856,0,0
应用统计学,2021,10146,0,0
应用统计学,2020,9482,0,0
应用统计学,2019,8862,0,0
应用统计学,2018,8282,0,0
应用统计学,2017,7740,0,0
应用统计学,2016,7234,0,0
应用统计学,2015,6761,0,0
应用语言学,2025,12200,0,0
应用语言学,2024,11619,0,0
应用语言学,2023,11065,0,0
应用语言学,2022,10538,0,0
应用语言学,2021,10036,0,0
应用语言学,2020,9559,0,0
应用语言学,2019,9103,0,0
应用语言学,2018,8670,0,0
应用语言学,2017,8257,0,0
应用语言学,2016,7864,0,0
应用语言学,2015,7489,0,0
康复治疗学,2025,9700,0,0
康复治疗学,2024,9238,0,0
康复治疗学,2023,8798,0,0
康复治疗学,2022,8379,0,0
康复治疗学,2021,7980,0,0
康复治疗学,2020,7600,0,0
康复治疗学,2019,7238,0,0
康复治疗学,2018,6893,0,0
康复治疗学,2017,6565,0,0
康复治疗学,2016,6252,0,0
康复治疗学,2015,5954,0,0
建筑学,2025,17200,0,0
建筑学,2024,16699,0,0
建筑学,2023,16212,0,0
建筑学,2022,15740,0,0
建筑学,2021,15281,0,0
建筑学,2020,14836,0,0
建筑学,2019,14404,0,0
建筑学,2018,13985,0,0
建筑学,2017,13577,0,0
建筑学,2016,13182,0,0
建筑学,2015,12798,0,0
建筑环境与能源应用工程,2025,13300,0,0
建筑环境与能源应用工程,2024,12912,0,0
建筑环境与能源应用工程,2023,12536,0,0
建筑环境与能源应用工程,2022,12171,0,0
建筑环境与能源应用工程,2021,11816,0,0
建筑环境与能源应用工程,2020,11472,0,0
建筑环境与能源应用工程,2019,11138,0,0
建筑环境与能源应用工程,2018,10814,0,0
建筑环境与能源应用工程,2017,10499,0,0
建筑环境与能源应用工程,2016,10193,0,0
建筑环境与能源应用工程,2015,9896,0,0
建筑电气与智能化,2025,13700,0,0
建筑电气与智能化,2024,12232,0,0
建筑电气与智能化,2023,10921,0,0
建筑电气与智能化,2022,9751,0,0
建筑电气与智能化,2021,8706,0,0
建筑电气与智能化,2020,7773,0,0
建筑电气与智能化,2019,6940,0,0
建筑电气与智能化,2018,6197,0,0
建筑电气与智能化,2017,5533,0,0
建筑电气与智能化,2016,4940,0,0
建筑电气与智能化,2015,4411,0,0
弹药工程与爆炸技术,2025,10200,0,0
弹药工程与爆炸技术,2024,9714,0,0
弹药工程与爆炸技术,2023,9251,0,0
弹药工程与爆炸技术,2022,8811,0,0
弹药工程与爆炸技术,2021,8391,0,0
弹药工程与爆炸技术,2020,7991,0,0
弹药工程与爆炸技术,2019,7611,0,0
弹药工程与爆炸技术,2018,7248,0,0
弹药工程与爆炸技术,2017,6903,0,0
弹药工程与爆炸技术,2016,6575,0,0
弹药工程与爆炸技术,2015,6261,0,0
录音艺术,2025,13000,0,0
录音艺术,2024,12380,0,0
录音艺术,2023,11791,0,0
录音艺术,2022,11229,0,0
录音艺术,2021,10695,0,0
录音艺术,2020,10185,0,0
录音艺术,2019,9700,0,0
录音艺术,2018,9238,0,0
录音艺术,2017,8798,0,0
录音艺术,2016,8379,0,0
录音艺术,2015,7980,0,0
影视摄影与制作,2025,12900,0,0
影视摄影与制作,2024,12285,0,0
影视摄影与制作,2023,11700,0,0
影视摄影与制作,2022,11143,0,0
影视摄影与制作,2021,10612,0,0
影视摄影与制作,2020,10107,0,0
影视摄影与制作,2019,9626,0,0
影视摄影与制作,2018,9167,0,0
影视摄影与制作,2017,8731,0,0
影视摄影与制作,2016,8315,0,0
影视摄影与制作,2015,7919,0,0
微机电系统工程,2025,11800,0,0
微机电系统工程,2024,11238,0,0
微机电系统工程,2023,10702,0,0
微机电系统工程,2022,10193,0,0
微机电系统工程,2021,9707,0,0
微机电系统工程,2020,9245,0,0
微机电系统工程,2019,8805,0,0
微机电系统工程,2018,8386,0,0
微机电系统工程,2017,7986,0,0
微机电系统工程,2016,7606,0,0
微机电系统工程,2015,7244,0,0
微电子科学与工程,2025,30000,40,30000
微电子科学与工程,2024,26785,40,30000
微电子科学与工程,2023,23915,40,30000
微电子科学与工程,2022,21353,40,30000
微电子科学与工程,2021,19065,40,30000
微电子科学与工程,2020,17022,40,30000
微电子科学与工程,2019,15198,40,30000
微电子科学与工程,2018,13570,40,30000
微电子科学与工程,2017,12116,40,30000
微电子科学与工程,2016,10818,40,30000
微电子科学与工程,2015,9659,40,30000
德语,2025,7250,40,7250
德语,2024,6904,40,7250
德语,2023,6575,40,7250
德语,2022,6262,40,7250
德语,2021,5964,40,7250
德语,2020,5680,40,7250
德语,2019,5410,40,7250
德语,2018,5152,40,7250
德语,2017,4907,40,7250
德语,2016,4673,40,7250
德语,2015,4450,40,7250
心理咨询,2025,7500,0,0
心理咨询,2024,7211,0,0
心理咨询,2023,6934,0,0
心理咨询,2022,6667,0,0
心理咨询,2021,6411,0,0
心理咨询,2020,6164,0,0
心理咨询,2019,5927,0,0
心理咨询,2018,5699,0,0
心理咨询,2017,5480,0,0
心理咨询,2016,5269,0,0
心理咨询,2015,5066,0,0
心理学,2025,10000,120,10000
心理学,2024,9615,120,10000
心理学,2023,9245,120,10000
心理学,2022,8889,120,10000
心理学,2021,8548,120,10000
心理学,2020,8219,120,10000
心理学,2019,7903,120,10000
心理学,2018,7599,120,10000
心理学,2017,7306,120,10000
心理学,2016,7025,120,10000
心理学,2015,6755,120,10000
思想政治教育,2025,10100,0,0
思想政治教育,2024,9711,0,0
思想政治教育,2023,9338,0,0
思想政治教育,2022,8978,0,0
思想政治教育,2021,8633,0,0
思想政治教育,2020,8301,0,0
思想政治教育,2019,7982,0,0
思想政治教育,2018,7675,0,0
思想政治教育,2017,7379,0,0
思想政治教育,2016,7096,0,0
思想政治教育,2015,6823,0,0
意大利语,2025,16000,0,0
意大利语,2024,15238,0,0
意大利语,2023,14512,0,0
意大利语,2022,13821,0,0
意大利语,2021,13163,0,0
意大利语,2020,12536,0,0
意大利语,2019,11939,0,0
意大利语,2018,11370,0,0
意大利语,2017,10829,0,0
意大利语,2016,10313,0,0
意大利语,2015,9822,0,0
戏剧学,2025,14900,0,0
戏剧学,2024,14190,0,0
戏剧学,2023,13514,0,0
戏剧学,2022,12871,0,0
戏剧学,2021,12258,0,0
戏剧学,2020,11674,0,0
戏剧学,2019,11118,0,0
戏剧学,2018,10589,0,0
戏剧学,2017,10084,0,0
戏剧学,2016,9604,0,0
戏剧学,2015,9147,0,0
戏剧影视导演,2025,16400,0,0
戏剧影视导演,2024,15619,0,0
戏剧影视导演,2023,14875,0,0
戏剧影视导演,2022,14166,0,0
戏剧影视导演,2021,13492,0,0
戏剧影视导演,2020,12849,0,0
戏剧影视导演,2019,12237,0,0
戏剧影视导演,2018,11655,0,0
戏剧影视导演,2017,11100,0,0
戏剧影视导演,2016,10571,0,0
戏剧影视导演,2015,10068,0,0
戏剧影视文学,2025,12700,0,0
戏剧影视文学,2024,12095,0,0
戏剧影视文学,2023,11519,0,0
戏剧影视文学,2022,10970,0,0
戏剧影视文学,2021,10448,0,0
戏剧影视文学,2020,9950,0,0
戏剧影视文学,2019,9476,0,0
戏剧影视文学,2018,9025,0,0
戏剧影视文学,2017,8595,0,0
戏剧影视文学,2016,8186,0,0
戏剧影视文学,2015,7796,0,0
戏剧影视美术设计,2025,13900,0,0
戏剧影视美术设计,2024,13238,0,0
戏剧影视美术设计,2023,12607,0,0
戏剧影视美术设计,2022,12007,0,0
戏剧影视美术设计,2021,11435,0,0
戏剧影视美术设计,2020,10891,0,0
戏剧影视美术设计,2019,10372,0,0
戏剧影视美术设计,2018,9878,0,0
戏剧影视美术设计,2017,9408,0,0
戏剧影视美术设计,2016,8960,0,0
戏剧影视美术设计,2015,8533,0,0
房地产开发与管理,2025,14300,0,0
房地产开发与管理,2024,13619,0,0
房地产开发与管理,2023,12970,0,0
房地产开发与管理,2022,12352,0,0
房地产开发与管理,2021,11764,0,0
房地产开发与管理,2020,11204,0,0
房地产开发与管理,2019,10670,0,0
房地产开发与管理,2018,10162,0,0
房地产开发与管理,2017,9678,0,0
房地产开发与管理,2016,9217,0,0
房地产开发与管理,2015,8778,0,0
投资学,2025,14500,0,0
投资学,2024,13809,0,0
投资学,2023,13151,0,0
投资学,2022,12525,0,0
投资学,2021,11929,0,0
投资学,2020,11361,0,0
投资学,2019,10820,0,0
投资学,2018,10304,0,0
投资学,2017,9814,0,0
投资学,2016,9346,0,0
投资学,2015,8901,0,0
抢险救援指挥与技术,2025,11400,0,0
抢险救援指挥与技术,2024,10857,0,0
抢险救援指挥与技术,2023,10340,0,0
抢险救援指挥与技术,2022,9847,0,0
抢险救援指挥与技术,2021,9378,0,0
抢险救援指挥与技术,2020,8932,0,0
抢险救援指挥与技术,2019,8506,0,0
抢险救援指挥与技术,2018,8101,0,0
抢险救援指挥与技术,2017,7715,0,0
抢险救援指挥与技术,2016,7348,0,0
抢险救援指挥与技术,2015,6998,0,0
护理学,2025,10400,0,0
护理学,2024,9904,0,0
护理学,2023,9433,0,0
护理学,2022,8983,0,0
护理学,2021,8556,0,0
护理学,2020,8148,0,0
护理学,2019,7760,0,0
护理学,2018,7391,0,0
护理学,2017,7039,0,0
护理学,2016,6703,0,0
护理学,2015,6384,0,0
拉丁语,2025,16300,0,0
拉丁语,2024,15523,0,0
拉丁语,2023,14784,0,0
拉丁语,2022,14080,0,0
拉丁语,2021,13410,0,0
拉丁语,2020,12771,0,0
拉丁语,2019,12163,0,0
拉丁语,2018,11584,0,0
拉丁语,2017,11032,0,0
拉丁语,2016,10507,0,0
拉丁语,2015,10006,0,0
拉脱维亚语,2025,16200,0,0
拉脱维亚语,2024,15428,0,0
拉脱维亚语,2023,14693,0,0
拉脱维亚语,2022,13994,0,0
拉脱维亚语,2021,13327,0,0
拉脱维亚语,2020,12693,0,0
拉脱维亚语,2019,12088,0,0
拉脱维亚语,2018,11513,0,0
拉脱维亚语,2017,10964,0,0
拉脱维亚语,2016,10442,0,0
拉脱维亚语,2015,9945,0,0
挪威语,2025,16100,0,0
挪威语,2024,15333,0,0
挪威语,2023,14603,0,0
挪威语,2022,13907,0,0
挪威语,2021,13245,0,0
挪威语,2020,12614,0,0
挪威语,2019,12014,0,0
挪威语,2018,11441,0,0
挪威语,2017,10897,0,0
挪威语,2016,10378,0,0
挪威语,2015,9884,0,0
捷克语,2025,18100,0,0
捷克语,2024,17238,0,0
捷克语,2023,16417,0,0
捷克语,2022,15635,0,0
捷克语,2021,14890,0,0
捷克语,2020,14181,0,0
捷克语,2019,13506,0,0
捷克语,2018,12863,0,0
捷克语,2017,12250,0,0
捷克语,2016,11667,0,0
捷克语,2015,11111,0,0
探测制导与控制技术,2025,11800,0,0
探测制导与控制技术,2024,11238,0,0
探测制导与控制技术,2023,10702,0,0
探测制导与控制技术,2022,10193,0,0
探测制导与控制技术,2021,9707,0,0
探测制导与控制技术,2020,9245,0,0
探测制导与控制技术,2019,8805,0,0
探测制导与控制技术,2018,8386,0,0
探测制导与控制技术,2017,7986,0,0
探测制导与控制技术,2016,7606,0,0
探测制导与控制技术,2015,7244,0,0
摄影,2025,13000,0,0
摄影,2024,12380,0,0
摄影,2023,11791,0,0
摄影,2022,11229,0,0
摄影,2021,10695,0,0
摄影,2020,10185,0,0
摄影,2019,9700,0,0
摄影,2018,9238,0,0
摄影,2017,8798,0,0
摄影,2016,8379,0,0
摄影,2015,7980,0,0
播音与主持艺术,2025,9500,80,9500
播音与主持艺术,2024,9047,80,9500
播音与主持艺术,2023,8616,80,9500
播音与主持艺术,2022,8206,80,9500
播音与主持艺术,2021,7815,80,9500
播音与主持艺术,2020,7443,80,9500
播音与主持艺术,2019,7089,80,9500
播音与主持艺术,2018,6751,80,9500
播音与主持艺术,2017,6429,80,9500
播音与主持艺术,2016,6123,80,9500
播音与主持艺术,2015,5832,80,9500
放射医学,2025,13500,0,0
放射医学,2024,12857,0,0
放射医学,2023,12244,0,0
放射医学,2022,11661,0,0
放射医学,2021,11106,0,0
放射医学,2020,10577,0,0
放射医学,2019,10073,0,0
放射医学,2018,9594,0,0
放射医学,2017,9137,0,0
放射医学,2016,8702,0,0
放射医学,2015,8287,0,0
政治学、经济学与哲学,2025,13600,0,0
政治学、经济学与哲学,2024,12952,0,0
政治学、经济学与哲学,2023,12335,0,0
政治学、经济学与哲学,2022,11748,0,0
政治学、经济学与哲学,2021,11188,0,0
政治学、经济学与哲学,2020,10655,0,0
政治学、经济学与哲学,2019,10148,0,0
政治学、经济学与哲学,2018,9665,0,0
政治学、经济学与哲学,2017,9205,0,0
政治学、经济学与哲学,2016,8766,0,0
政治学、经济学与哲学,2015,8349,0,0
政治学与行政学,2025,10800,0,0
政治学与行政学,2024,10285,0,0
政治学与行政学,2023,9795,0,0
政治学与行政学,2022,9329,0,0
政治学与行政学,2021,8885,0,0
政治学与行政学,2020,8462,0,0
政治学与行政学,2019,8059,0,0
政治学与行政学,2018,7675,0,0
政治学与行政学,2017,7309,0,0
政治学与行政学,2016,6961,0,0
政治学与行政学,2015,6630,0,0
救助与打捞工程,2025,14100,0,0
救助与打捞工程,2024,13428,0,0
救助与打捞工程,2023,12789,0,0
救助与打捞工程,2022,12180,0,0
救助与打捞工程,2021,11600,0,0
救助与打捞工程,2020,11047,0,0
救助与打捞工程,2019,10521,0,0
救助与打捞工程,2018,10020,0,0
救助与打捞工程,2017,9543,0,0
救助与打捞工程,2016,9088,0,0
救助与打捞工程,2015,8656,0,0
教育学,2025,7500,80,7500
教育学,2024,7211,80,7500
教育学,2023,6934,80,7500
教育学,2022,6667,80,7500
教育学,2021,6411,80,7500
教育学,2020,6164,80,7500
教育学,2019,5927,80,7500
教育学,2018,5699,80,7500
教育学,2017,5480,80,7500
教育学,2016,5269,80,7500
教育学,2015,5066,80,7500
教育技术学,2025,10100,0,0
教育技术学,2024,9711,0,0
教育技术学,2023,9338,0,0
教育技术学,2022,8978,0,0
教育技术学,2021,8633,0,0
教育技术学,2020,8301,0,0
教育技术学,2019,7982,0,0
教育技术学,2018,7675,0,0
教育技术学,2017,7379,0,0
教育技术学,2016,7096,0,0
教育技术学,2015,6823,0,0
数字出版,2025,13600,0,0
数字出版,2024,12952,0,0
数字出版,2023,12335,0,0
数字出版,2022,11748,0,0
数字出版,2021,11188,0,0
数字出版,2020,10655,0,0
数字出版,2019,10148,0,0
数字出版,2018,9665,0,0
数字出版,2017,9205,0,0
数字出版,2016,8766,0,0
数字出版,2015,8349,0,0
数字媒体技术,2025,12200,0,0
数字媒体技术,2024,11619,0,0
数字媒体技术,2023,11065,0,0
数字媒体技术,2022,10538,0,0
数字媒体技术,2021,10036,0,0
数字媒体技术,2020,9559,0,0
数字媒体技术,2019,9103,0,0
数字媒体技术,2018,8670,0,0
数字媒体技术,2017,8257,0,0
