job_name,salary_raw,salary_min,salary_max,salary_months,company_name,company_size,company_type,industry,city,district,experience,education,job_type,job_url,tags,search_keyword,salary_avg,has_salary
餐厅收银员,4000-5000元,4000.0,5000.0,12,厦门食代佳肴餐饮管理有限公司,餐饮服务,20-99人,,漳州,龙海区·港尾镇,1-3年,学历不限,收银员,http://www.zhaopin.com/jobdetail/CCL1413766190J40752927206.htm?refcode=4019&srccode=401903&preactionid=cf800e76-d88b-4620-8a11-ca5c1a60f3fb,"['超市', '便利店', '库存管理', '收银操作', '店铺运营']",收银员,4500.0,True
前台收银员,4000-6000元,4000.0,6000.0,12,北京来金润商贸有限公司,20-99人,民营,零售/批发,北京,丰台·玉泉营,经验不限,学历不限,收银员,http://www.zhaopin.com/jobdetail/CCL1516622540J40843858914.htm?refcode=4019&srccode=401903&preactionid=cf800e76-d88b-4620-8a11-ca5c1a60f3fb,"['超市', '便利店', '水果店', '加班补贴', '工龄奖金', '节日福利']",收银员,5000.0,True
超市收银员,3000-4000元,3000.0,4000.0,12,家家悦集团股份有限公司,10000人以上,上市公司,零售/批发,鄂尔多斯,东胜区·公园街道,1-3年,学历不限,收银员,http://www.zhaopin.com/jobdetail/CC180930420J40885052302.htm?refcode=4019&srccode=401903&preactionid=cf800e76-d88b-4620-8a11-ca5c1a60f3fb,"['超市', '五险一金', '超市收银']",收银员,3500.0,True
系统开发工程师（可接受应届生）,6000-10000元,6000.0,10000.0,12,武汉日昇昌信息技术有限公司,100-299人,其它,计算机软件,郑州,中原·石佛,经验不限,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1487077380J40845907105.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['Java', 'Python', '软件开发流程', '代码规范', '技术学习能力']",政府信息化工程师,8000.0,True
数据工程师,1.5-2万·13薪,15000.0,20000.0,13,上海仟炼信息科技有限公司,20-99人,民营,云计算/大数据,上海,浦东·张江,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1501949360J40771942013.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['数据挖掘', 'ETL', '数据库开发', 'Python', '跨境多语种数据采集', '可视化报表开发', '云服务器运维']",政府信息化工程师,17500.0,True
机械工程师助理,4000-7000元,4000.0,7000.0,12,吉林省腾科讯飞信息技术有限公司,互联网,100-299人,,长春,绿园·同心,经验不限,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1516088770J40917538908.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['安装/调试', '测试', '质量管理', 'AutoCAD']",政府信息化工程师,5500.0,True
软件开发工程师,7000-9000元,7000.0,9000.0,12,济南迪杰信息技术有限公司,20-99人,民营,IT服务,济南,历下,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC480406980J40753483106.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,['MySQL'],政府信息化工程师,8000.0,True
java高级开发工程师,1-1.5万,10000.0,15000.0,12,河南爱科俐信息技术有限公司,企业服务,20-99人,,郑州,金水·祭城路,5-10年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1518250190J40838819110.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['Spring', 'Mybatis', 'MySQL', 'Oracle', 'Redis']",政府信息化工程师,12500.0,True
电子电气工程师,4000-7000元,4000.0,7000.0,12,吉林省腾科讯飞信息技术有限公司,互联网,100-299人,,长春,绿园·同心,经验不限,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1516088770J40918552908.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['安装/调试', '测试', '设计']",政府信息化工程师,5500.0,True
全栈工程师,3000-6000元,3000.0,6000.0,12,吉林省农连医信息科技有限公司,20-99人,其它,互联网,长春,二道·远达,经验不限,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1338875420J40823622711.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['前端开发', '后端开发']",政府信息化工程师,4500.0,True
电气高级工程师,1.5-3万,15000.0,30000.0,12,龙江华彩信息咨询有限公司,咨询服务,20人以下,,北京,海淀·甘家口,10年以上,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1513197100J40862281213.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,[],政府信息化工程师,22500.0,True
高级前端开发工程师10-12K,1-1.2万,10000.0,12000.0,12,苏州千万职联网络信息服务有限公司,100-299人,民营,人力资源服务,武汉,黄陂·盘龙经开区,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC889230780J40842428414.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['招聘', '人力资源', 'VUE3/REACT技术栈', 'React Native', 'uni-app', 'Flutter', 'WebSocket', '地图服务', '即时通讯']",政府信息化工程师,11000.0,True
前端工程师,400-700元/天,400.0,700.0,12,四川珩柠信息技术有限公司,20-99人,民营,IT服务,成都,双流·西航港,经验不限,学历不限,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1491915820J40828059611.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['HTML', 'CSS', 'JavaScript']",政府信息化工程师,550.0,True
AI Agent 实施工程师,7000-10000元,7000.0,10000.0,12,上海策茂信息技术有限公司,IT服务,20-99人,,上海,浦东·周浦,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1425117540J40861058513.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,['软件实施'],政府信息化工程师,8500.0,True
高级java开发工程师12-17K,1.2-1.7万,12000.0,17000.0,12,苏州千万职联网络信息服务有限公司,100-299人,民营,人力资源服务,武汉,黄陂·盘龙经开区,5-10年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC889230780J40842377814.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['JavaScript', 'Spring', 'Mybatis', 'SPRING BOOT', 'SPRINGCLOUD', '本地缓存二级架构']",政府信息化工程师,14500.0,True
java后端工程师,400-700元/天,400.0,700.0,12,四川珩柠信息技术有限公司,20-99人,民营,IT服务,成都,双流·西航港,1-3年,学历不限,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1491915820J40828060011.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['Java', 'Nginx', 'MySQL', 'Python', 'Kafka']",政府信息化工程师,550.0,True
自动化工程师,7000-9000元·20薪,7000.0,9000.0,20,上海岩峤信息科技有限公司,计算机软件,20人以下,,上海,闵行·吴泾,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC486662480J40536501306.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['电气自动化', 'PLC编程', '工业自动化', '电气设计', '控制系统设计', '控制柜', 'PLC', '控制系统']",政府信息化工程师,8000.0,True
.net后端工程师,8000-10000元,8000.0,10000.0,12,济南鸭嘴兽信息科技有限公司,智能硬件,20人以下,,济南,历城·唐冶,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1448858200J40831910310.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['C#', 'ASP.NET', 'MySQL', 'MongoDB', 'Java', '网络协议', 'Socket技术', '高级软件工程师']",政府信息化工程师,9000.0,True
实施工程师,4000-8000元·13薪,4000.0,8000.0,13,西安珂芮信息技术有限公司,计算机软件,20人以下,,西安,雁塔·丈八沟,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1494701620J40847542513.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['MySQL', 'Oracle', '软件实施', 'ERP系统', 'Java']",政府信息化工程师,6000.0,True
生命科学应用工程师,1-1.6万·13薪,10000.0,16000.0,13,汇像信息,100-299人,民营,工业自动化,苏州,吴江·黎里,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC532868920J40871206604.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['液相色谱仪', '质谱仪', '酶标仪', '生物研发', '药物筛选', '药品研发', '生物药', '化学药', '新药', '分子诊断试剂', '疫苗']",政府信息化工程师,13000.0,True
电子工程师助理,5000-7000元,5000.0,7000.0,12,济南鸭嘴兽信息科技有限公司,智能硬件,20人以下,,济南,历城·唐冶,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1448858200J40782184610.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['电子设计', '设备研发', '医疗设备']",政府信息化工程师,6000.0,True
工艺工程师,8000-16000元,8000.0,16000.0,12,南通嘉骏信息科技有限公司,100-299人,外商独资,通信/网络设备,南通,崇川·竹行,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC598696320J40671649708.htm?refcode=4019&srccode=401903&preactionid=0d0fb1a6-a966-476f-9708-ada136655d97,"['工艺设计', '试制生产', 'SMT工艺']",政府信息化工程师,12000.0,True
python自动化测试工程师,8000-10000元·13薪,8000.0,10000.0,13,安徽数启信息技术有限公司,计算机软件,20-99人,,合肥,蜀山·高新区,经验不限,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1512939910J40814723311.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['Python', '测试开发', '性能测试', '接口测试', '接口自动化测试']",政府信息化工程师,9000.0,True
助理工程师,4000-6000元,4000.0,6000.0,12,深圳市伟思特信息技术有限公司,20人以下,民营,计算机软件,深圳,龙华·观澜,1-3年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1249859000J40507201803.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,[],政府信息化工程师,5000.0,True
嵌入式测试开发工程师,1.1-1.6万,11000.0,16000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,南京,建邺·沙洲,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40790836516.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['Python', 'CAPL', 'MCU底软模块']",政府信息化工程师,13500.0,True
android安卓开发工程师,9000-15000元,9000.0,15000.0,12,大连轩辕信息技术有限公司,20-99人,民营,计算机软件,大连,甘井子·凌水,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC367187980J40819666403.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,['车载项目'],政府信息化工程师,12000.0,True
网络技术工程师（应届生）,1-1.4万,10000.0,14000.0,12,上海具友信息技术有限公司,20-99人,民营,计算机软件,上海,长宁·新华路,经验不限,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1494115400J40871049803.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['网络安全', '网络运维']",政府信息化工程师,12000.0,True
土建工程师(J10461),9000-15000元,9000.0,15000.0,12,兰州信息科技学院,500-999人,其它,学校/学历教育,兰州,皋兰县·西岔镇,5-10年,硕士,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1352029730J40639123213.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,['一级建造师'],政府信息化工程师,12000.0,True
测试工程师/技术员,6000-10000元,6000.0,10000.0,12,南通嘉骏信息科技有限公司,100-299人,外商独资,通信/网络设备,南通,崇川·竹行,1-3年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC598696320J40894654908.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['软件测试', '硬件测试', '功能测试']",政府信息化工程师,8000.0,True
无线设计工程师,6000-8000元,6000.0,8000.0,12,福建欣辰信息科技有限公司,100-299人,合资,通信/网络设备,玉溪,红塔区,经验不限,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC577003430J40639090811.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['5G', '4G', '宏站设计', '铁塔设计', '无线通信', '基站查勘设计', '无线勘察设计']",政府信息化工程师,7000.0,True
网络驻场运维工程师,5000-8000元,5000.0,8000.0,12,山东博鹏信息科技有限公司,20-99人,其它,IT服务,济南,天桥·北园,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC709546220J40839598010.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['传输网运维', '机房网络运维', '华为', '华三', 'H3CNE', 'HCIP', 'HCIA']",政府信息化工程师,6500.0,True
维修工程师/技术员,7000-10000元,7000.0,10000.0,12,南通嘉骏信息科技有限公司,100-299人,外商独资,通信/网络设备,南通,崇川·竹行,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC598696320J40909416608.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,['电子维修'],政府信息化工程师,8500.0,True
项目实施及运维工程师,8000-12000元·15薪,8000.0,12000.0,15,安徽海螺信息技术工程有限责任公司,100-299人,国企,计算机软件,芜湖,镜湖区,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC236305280J40824770901.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,[],政府信息化工程师,10000.0,True
工程师（覆盖件、内外饰、驾驶室设计各1名）,1.2-2万·15薪,12000.0,20000.0,15,湖南乐孚信息技术有限公司,10000人以上,民营,互联网,长沙,望城·雷锋,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC846956650J40629466612.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['内饰设计', '外饰设计', '汽车座椅', '车门', '保险杠', 'UGNX', '覆盖件', '开闭件', '驾驶室']",政府信息化工程师,16000.0,True
pack设计工程师,1.4-2.8万,14000.0,28000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,上海,闵行·新虹,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40791246316.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['电池', 'PACK']",政府信息化工程师,21000.0,True
售后工程师,5000-10000元,5000.0,10000.0,12,福建科融世纪信息科技有限公司,20-99人,民营,IT服务,兰州,城关区·渭源路街道,1-3年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC636906980J40534351410.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['电子产品', '软件产品', '数码电子产品', '办公电子产品']",政府信息化工程师,7500.0,True
机器人关节测试工程师,7000-12000元,7000.0,12000.0,12,深圳市法本信息技术股份有限公司,1000-9999人,上市公司,计算机软件,北京,海淀·清河,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC385622410J40734521706.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['机器人系统集成', '机器人仿真验证', '工业机器人', '家用机器人', '军用机器人', '服务型机器人', 'ABB', '库卡', '川崎', '关节控制', '数据采集系统']",政府信息化工程师,9500.0,True
性能测试工程师,1.3-1.6万,13000.0,16000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,深圳,福田·华富,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40791054316.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['Python', 'Java', 'Shell', 'Windows', 'Linux', '软件测试', 'Selenium', 'Jmeter']",政府信息化工程师,14500.0,True
给排水工程师,7000-12000元,7000.0,12000.0,12,武汉博水信息科技有限公司,20-99人,民营,IT服务,武汉,洪山·关山,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC458644710J40109005204.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['材料采购', '管道设计', '建造师']",政府信息化工程师,9500.0,True
系统集成工程师,5000-10000元,5000.0,10000.0,12,甘肃永创信息科技有限公司,20-99人,民营,IT服务,兰州,城关区·东岗西路街道,1-3年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC488133632J00261966104.htm?refcode=4019&srccode=401903&preactionid=12732d13-8a5c-4c04-8fef-d019badd8d06,"['Windows系统', '核心网', '软件部署', '智能设备']",政府信息化工程师,7500.0,True
连接器研发工程师,1.3-1.7万,13000.0,17000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,东莞,大朗镇,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40498520516.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,[],政府信息化工程师,15000.0,True
IC模拟版图工程师（外包）,1-2万,10000.0,20000.0,12,苏州迅驰信息科技有限公司,电子/半导体/集成电路,20-99人,,苏州,工业园区,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1248842990J40827465910.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,[],政府信息化工程师,15000.0,True
汽车安卓开发工程师,1.4-2.1万,14000.0,21000.0,12,深圳市法本信息技术股份有限公司,1000-9999人,上市公司,计算机软件,武汉,洪山·关山,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC385622410J40700498706.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['车载项目', 'Framework', 'Android Studio', 'Java', 'Kotlin']",政府信息化工程师,17500.0,True
电气施工工程师（现场）,1.5-3万·13薪,15000.0,30000.0,13,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,上海,金山·枫泾,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40792954216.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['现场施工', '中压', '低压']",政府信息化工程师,22500.0,True
售前工程师—大疆无人机产品,8000-15000元,8000.0,15000.0,12,中建材信息技术股份有限公司,1000-9999人,股份制企业,计算机硬件,拉萨,堆龙德庆区,3-5年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC143900590J40853805012.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['测绘', '海康', '大华', '无人机', '安防', '摄像头']",政府信息化工程师,11500.0,True
全栈开发工程师（兼职）,1.1-1.5万,11000.0,15000.0,12,江苏睿唐融创信息科技有限公司,计算机软件,20-99人,,南京,雨花台·铁心桥,10年以上,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1508472970J40915905708.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,['全栈'],政府信息化工程师,13000.0,True
前端开发工程师,8000-10000元·13薪,8000.0,10000.0,13,福建华网信息科技有限公司,100-299人,民营,计算机软件,福州,鼓楼·洪山,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC587558220J40753797506.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['HTML5', 'CSS', 'Java', 'Vue']",政府信息化工程师,9000.0,True
售后工程师,5000-8000元,5000.0,8000.0,12,江西三叉数信息科技有限公司,100-299人,民营,IT服务,南昌,红谷滩,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC432115780J40863638003.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,['软件产品'],政府信息化工程师,6500.0,True
自动化软件开发工程师,8000-15000元,8000.0,15000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,武汉,江夏·豹澥,1-3年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40793956616.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['C++', 'C#']",政府信息化工程师,11500.0,True
数据开发工程师,5000-10000元,5000.0,10000.0,12,北京通建信息系统有限公司黑龙江省分公司,1000-9999人,民营,咨询服务,哈尔滨,南岗·和兴路,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC630692080J40985596104.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['Sql', 'ETL', '数据建模', '数据架构']",政府信息化工程师,7500.0,True
c++软件研发工程师,3000-5000元,3000.0,5000.0,12,大连威迪欧信息技术有限公司,20-99人,民营,计算机软件,大连,甘井子·凌水,经验不限,学历不限,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC608061120J40859426313.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['C++', 'C语言', 'C#']",政府信息化工程师,4000.0,True
包装设计工程师,1.1-1.5万,11000.0,15000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,杭州,滨江·西兴,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40793221316.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['木箱', '木箱设计']",政府信息化工程师,13000.0,True
高级Java开发工程师,1.1-1.6万,11000.0,16000.0,12,山东至信信息科技股份有限公司,100-299人,民营,IT服务,潍坊,奎文·北海路,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC375724430J40778333212.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['JavaScript', 'Python', 'CSS', 'Spring', 'Hibernate', 'Struts', 'MySQL', 'PostgreSQL', 'Oracle']",政府信息化工程师,13500.0,True
php全栈工程师,6000-8000元,6000.0,8000.0,12,沈阳思优科信息技术有限公司,20-99人,合资,计算机软件,沈阳,皇姑·黄河,1-3年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC447121120J40824181601.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,['Vue'],政府信息化工程师,7000.0,True
渗透工程师（合肥+需线下面试+月内到岗）,1.2-1.6万,12000.0,16000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,合肥,包河·芜湖路,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40792632316.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['C/C++', 'Python', 'Java', 'PHP', 'Golang', 'SQL', '外网渗透', '漏洞挖掘', '逆向分析', '安全测试']",政府信息化工程师,14000.0,True
业务实施工程师,9000-13000元,9000.0,13000.0,12,安徽云控信息科技有限公司,100-299人,民营,计算机软件,天津,东丽·东丽湖,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CCL1452949720J40833833505.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['国网', '软件实施']",政府信息化工程师,11000.0,True
机械结构工程师（湖南、陕西、安徽、徐州均有岗位）,1.2-1.8万·15薪,12000.0,18000.0,15,湖南乐孚信息技术有限公司,10000人以上,民营,互联网,渭南,临渭区·良田街道,3-5年,本科,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC846956650J40760413612.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['UGNX', 'SolidWorks']",政府信息化工程师,15000.0,True
鸿蒙开发工程师,1.2-2.4万,12000.0,24000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,西安,雁塔·漳浒寨,1-3年,大专,政府信息化工程师,http://www.zhaopin.com/jobdetail/CC000544460J40736188316.htm?refcode=4019&srccode=401903&preactionid=adf046be-6a54-49e3-9835-ed442279d834,"['ArkTS', 'ARKUI', '鸿蒙']",政府信息化工程师,18000.0,True
青少年心理健康教育产品经理,1.2-1.5万,12000.0,15000.0,12,北京学无界教育科技有限公司,20-99人,民营,培训/辅导服务,北京,海淀·花园路,3-5年,本科,教育产品经理,http://www.zhaopin.com/jobdetail/CC485341930J40665896513.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,[],教育产品经理,13500.0,True
教育产品经理,1.7-2.5万·14薪,17000.0,25000.0,14,浙江海亮教育发展有限公司,1000-9999人,民营,学校/学历教育,杭州,滨江·西兴,经验不限,本科,教育产品经理,http://www.zhaopin.com/jobdetail/CCL1493747470J40866232803.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,"['软件产品', '硬件产品', 'AI产品']",教育产品经理,21000.0,True
人工智能教育产品经理,1-1.6万,10000.0,16000.0,12,北京志教诺金教育科技有限公司,20-99人,民营,计算机软件,北京,朝阳,3-5年,本科,教育产品经理,http://www.zhaopin.com/jobdetail/CCL1382427820J40821850611.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,['AI产品'],教育产品经理,13000.0,True
教育产品经理,1.2-2.4万,12000.0,24000.0,12,华夏园(北京)教育科技有限公司,100-299人,民营,培训/辅导服务,北京,海淀·清华园,经验不限,本科,教育产品经理,http://www.zhaopin.com/jobdetail/CC691447430J40769910007.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,"['化学', '物理', '数学']",教育产品经理,18000.0,True
教育产品经理,1-2万,10000.0,20000.0,12,新东方教育科技集团有限公司,10000人以上,上市公司,培训/辅导服务,沈阳,皇姑·北塔,3-5年,硕士,教育产品经理,http://www.zhaopin.com/jobdetail/CC120002360J40897879302.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,[],教育产品经理,15000.0,True
高级产品经理（K12教育信息化）,1.4-2万,14000.0,20000.0,12,四川特爱教育科技有限公司,20-99人,民营,人工智能,成都,双流·怡心,5-10年,本科,教育产品经理,http://www.zhaopin.com/jobdetail/CC458880730J40740380616.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,[],教育产品经理,17000.0,True
智慧教育产品经理,5000-8000元,5000.0,8000.0,12,昆明睿昱达文旅有限公司,20-99人,民营,培训/辅导服务,昆明,五华·莲华,经验不限,大专,教育产品经理,http://www.zhaopin.com/jobdetail/CCL1516395730J40824212211.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,[],教育产品经理,6500.0,True
教育产品经理,1-1.8万,10000.0,18000.0,12,北京开运联合信息技术集团股份有限公司,100-299人,民营,船舶/航空/航天/火车制造,北京,通州·台湖,5-10年,本科,教育产品经理,http://www.zhaopin.com/jobdetail/CC211791410J40920984115.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,"['软件产品', '硬件产品']",教育产品经理,14000.0,True
医疗教育产品经理（住培与医生培训方向）,1.2-2万,12000.0,20000.0,12,医博士,100-299人,民营,在线教育,北京,朝阳·建外,3-5年,本科,教育产品经理,http://www.zhaopin.com/jobdetail/CC369586810J40808702002.htm?refcode=4019&srccode=401903&preactionid=5962ba02-5482-4b4a-be60-4acc4e5b9f48,"['C端产品', '智慧教育']",教育产品经理,16000.0,True
