job_name,salary_raw,salary_min,salary_max,salary_months,company_name,company_size,company_type,industry,city,district,experience,education,job_type,job_url,tags,salary_avg,salary_annual_est,experience_std,education_std,experience_years,salary_level,has_salary
电源助理工程师,4000-8000元,4000.0,8000.0,12,衡阳市大井医疗器械科技有限公司,医疗设备/器械,20-99人,,衡阳,雁峰区·岳屏镇,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1320870330J40751098506.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['研发', '测试', '硬件测试', '电源设计', '电源', '开关电源研发']",6000.0,72000.0,1-3年,大专,2.0,5K-10K,True
大专本科 PCB技术师 可小白 月7500+包吃住,6000-8000元,6000.0,8000.0,12,超颖电子电路股份有限公司,1000-9999人,港澳台公司,电子/半导体/集成电路,衡阳,石鼓区,经验不限,大专,,http://www.zhaopin.com/jobdetail/CCL1461926250J40748422406.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['设备操作', '维修/保养', '安装/调试', '包吃住', '住宿上床下桌', '每年两次晋升']",7000.0,84000.0,不限,大专,,5K-10K,True
美团新业务(不是送外卖)月9千起 交六险一金,面议,,,12,北京三快在线科技有限公司,10000人以上,上市公司,互联网,衡阳,蒸湘区·华兴街道,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CC383625320J40833064709.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,[],,,不限,不限,,面议,False
拼多多运营,5000-10000元,5000.0,10000.0,12,衡阳市乐檬电子商务有限公司,电子商务,100-299人,,衡阳,蒸湘区·红湘街道,3-5年,大专,,http://www.zhaopin.com/jobdetail/CCL1390745540J40833012209.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['拼多多', '店长']",7500.0,90000.0,3-5年,大专,4.0,5K-10K,True
县域服务中心技术专员（衡阳）,6000-8000元,6000.0,8000.0,12,湖南斯多孚节能科技有限公司,100-299人,民营,建材,衡阳,蒸湘区·华兴街道,1-3年,大专,,http://www.zhaopin.com/jobdetail/CC569673630J40825596609.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,[],7000.0,84000.0,1-3年,大专,2.0,5K-10K,True
国企车险续期专员,5000-10000元,5000.0,10000.0,12,中国大地财产保险股份有限公司,10000人以上,国企,保险,衡阳,蒸湘区·蒸湘街道,无经验,高中,,http://www.zhaopin.com/jobdetail/CC145756070J40857443212.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,['电话客服'],7500.0,90000.0,0年,高中,0.0,5K-10K,True
机器人调试工程师,8000-12000元,8000.0,12000.0,12,湖南省国创电力有限公司,1000-9999人,民营,电气机械/电力设备,衡阳,衡南县·云集街道,3-5年,大专,,http://www.zhaopin.com/jobdetail/CCL1285195050J40816212811.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['工业机器人', '机器人程序编程', '机器人安装维护']",10000.0,120000.0,3-5年,大专,4.0,10K-15K,True
电话销售+双休+五险,5000-10000元,5000.0,10000.0,12,北京杰迪科技有限公司衡阳分公司,20-99人,民营,企业服务,衡阳,蒸湘区·蒸湘街道,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1501870520J40790685314.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['政府客户', '医疗机构', '企业客户']",7500.0,90000.0,1-3年,大专,2.0,5K-10K,True
水果配送300一天可日结包吃住,7000-8000元,7000.0,8000.0,12,长沙骑萌盟供应链管理有限公司,餐饮服务,10000人以上,,衡阳,蒸湘区·联合街道,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1519612520J40877734912.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['公司提供电动车', '按区域配送']",7500.0,90000.0,不限,不限,,5K-10K,True
储备干部/技术员,6000-12000元·13薪,6000.0,12000.0,13,超颖电子电路股份有限公司,1000-9999人,港澳台公司,电子/半导体/集成电路,衡阳,蒸湘区·华兴街道,经验不限,大专,,http://www.zhaopin.com/jobdetail/CCL1461926250J40751411706.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,[],9000.0,117000.0,不限,大专,,5K-10K,True
小件物品配送员/轻松日入220元,7000-8000元,7000.0,8000.0,12,浙江九颂电子商务有限公司衡阳分公司,在线生活服务（O2O）,100-299人,,衡阳,蒸湘区·华兴街道,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1478733640J40856288413.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['自带三轮快递车', '食品饮料', '按区域配送', '会骑电动车']",7500.0,90000.0,不限,不限,,5K-10K,True
招组装工 月入7000（包吃包住）,4000-7000元,4000.0,7000.0,12,衡阳市松佳科技有限公司,电气机械/电力设备,100-299人,,衡阳,雁峰区,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CC648658230J40522952802.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,['包吃包住'],5500.0,66000.0,不限,不限,,5K-10K,True
1.语音主播无需露脸【居家办公】,5000-10000元,5000.0,10000.0,12,菏泽仙女文化传媒有限公司,1000-9999人,民营,文化艺术/娱乐,衡阳,珠晖区·酃湖乡,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1331427280J40868318503.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['才艺类', '情感类', '游戏类']",7500.0,90000.0,不限,不限,,5K-10K,True
调度组长（入职买五险）,6000-8000元,6000.0,8000.0,12,拼多多,1000-9999人,民营,互联网,衡阳,石鼓区,1-3年,学历不限,,http://www.zhaopin.com/jobdetail/CC625242220J40735858610.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,['车辆管理'],7000.0,84000.0,1-3年,不限,2.0,5K-10K,True
7天2100外卖员提供车住,7000-8000元,7000.0,8000.0,12,长沙骑萌盟供应链管理有限公司,餐饮服务,10000人以上,,衡阳,蒸湘区·华兴街道,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1519612520J40878757512.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['单多好跑，公司提供车', '美团', '饿了么', '盒马', '闪送', '朴朴', '包住', '可预支薪水', '高温补贴', '底薪加提成', '节日福利']",7500.0,90000.0,不限,不限,,5K-10K,True
药学服务专员（衡阳）,面议,,,12,杭州中美华东制药有限公司,10000人以上,上市公司,医药制造,衡阳,石鼓区·青山街道,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC198426920J40831479710.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['皮肤', '骨科', '烧伤']",,,3-5年,本科,4.0,面议,False
安保,3000-4000元,3000.0,4000.0,12,湖南能源集团金宜现代物业管理有限公司,20-99人,国企,物业管理,衡阳,衡东县·大浦镇,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CC236438530J40704459706.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,[],3500.0,42000.0,不限,不限,,5K以下,True
圆通速递新锐生-人才储备干部,6000-8000元,6000.0,8000.0,12,圆通速递有限公司,10000人以上,上市公司,邮政/快递,衡阳,衡东县·大浦镇,经验不限,本科,,http://www.zhaopin.com/jobdetail/CC138773160J40813127405.htm?refcode=4019&srccode=401903&preactionid=42a5bd39-11a8-4cb2-af7d-261378c26be6,"['转运中心', '储备干部', '快速通道']",7000.0,84000.0,不限,本科,,5K-10K,True
制备/分析员（手性拆分）(J10108),6000-10000元,6000.0,10000.0,12,维亚生物科技(上海)股份有限公司,1000-9999人,上市公司,生物工程,苏州,工业园区,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC211097010J40824783509.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['化学药', '理化分析', '液相色谱仪', '色谱仪', '液相色谱质谱仪', '气相色谱质谱仪']",8000.0,96000.0,3-5年,本科,4.0,5K-10K,True
省区渠道运营,1.5-2.5万·14薪,15000.0,25000.0,14,元气森林(北京)食品科技集团有限公司,1000-9999人,民营,快速消费品,苏州,虎丘·狮山,5-10年,本科,,http://www.zhaopin.com/jobdetail/CC812921020J40829201309.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['经销商管理', '渠道布建']",20000.0,280000.0,5-10年,本科,7.5,20K-30K,True
研发师傅/助理（烘焙类）,5000-8000元,5000.0,8000.0,12,祯祥(苏州)食品有限公司,300-499人,外商独资,农副产品加工制造,苏州,相城·元和,3-5年,高中,,http://www.zhaopin.com/jobdetail/CC136922460J40839079510.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['配方研发', '技术支持']",6500.0,78000.0,3-5年,高中,4.0,5K-10K,True
海运出口操作,6000-7000元,6000.0,7000.0,12,深圳市合智国际物流有限公司,100-299人,民营,货运/物流/仓储,苏州,昆山·陆家,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC476858020J40838975810.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,['东南亚区域'],6500.0,78000.0,1-3年,本科,2.0,5K-10K,True
双休内业,3000-4000元,3000.0,4000.0,12,镇江兴业电气科技有限公司,20-99人,民营,电力/水利/热力/燃气,苏州,吴中·长桥,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1503962580J40839710310.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,['内业数据处理'],3500.0,42000.0,1-3年,大专,2.0,5K以下,True
美容师（高保底包五险包住宿）,8000-12000元,8000.0,12000.0,12,苏州锦钰泓健康管理有限公司,20-99人,上市公司,美发/美容/保健,苏州,虎丘·东渚,经验不限,高中,,http://www.zhaopin.com/jobdetail/CCL1472363600J40538509111.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['面部美容', '美体瘦身', '按摩']",10000.0,120000.0,不限,高中,,10K-15K,True
PE电缆料研发工程师,2.7-4万,27000.0,40000.0,12,苏州亨利通信材料有限公司,100-299人,民营,金属制品业,苏州,吴江·七都,10年以上,本科,,http://www.zhaopin.com/jobdetail/CC226971910J40725891011.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['塑料研发', '塑料工艺', '挤出工艺', 'PE']",33500.0,402000.0,10年以上,本科,12.0,30K-50K,True
智能驾驶VIL测试工程师,1.2-2.4万·13薪,12000.0,24000.0,13,清研达维汽车科技(苏州)有限公司,20-99人,民营,专用设备制造,苏州,吴江·江陵,3-5年,本科,,http://www.zhaopin.com/jobdetail/CCL1479082710J40836552410.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['C++', 'Python', 'Carmaker', 'ADAS开发', 'Carsim']",18000.0,234000.0,3-5年,本科,4.0,15K-20K,True
医学专员/临床专员,9000-15000元,9000.0,15000.0,12,玉森新药,100-299人,民营,医药制造,苏州,工业园区,经验不限,硕士,,http://www.zhaopin.com/jobdetail/CC179594310J40827130410.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,['医药制造'],12000.0,144000.0,不限,硕士,,10K-15K,True
吴江诚聘调度专员（文职工作）,5000-7000元,5000.0,7000.0,12,跨越速运,10000人以上,民营,货运/物流/仓储,苏州,吴江·江陵,1-3年,大专,,http://www.zhaopin.com/jobdetail/CC574811320J40698868311.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,[],6000.0,72000.0,1-3年,大专,2.0,5K-10K,True
全屋高定家居设计师AA,8000-16000元,8000.0,16000.0,12,苏州铂雅家居装饰设计有限公司,20-99人,民营,装饰装修,苏州,昆山·玉山,1-3年,大专,,http://www.zhaopin.com/jobdetail/CC658286130J40336125714.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['设计师', 'CAD', '三维家']",12000.0,144000.0,1-3年,大专,2.0,10K-15K,True
化学检测技术员,6000-10000元,6000.0,10000.0,12,苏州迈拓金属检测服务有限公司,20人以下,外商独资,检测/认证,苏州,吴中,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC358093810J40855221613.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,['ICP'],8000.0,96000.0,1-3年,本科,2.0,5K-10K,True
幼儿园教师,4000-8000元,4000.0,8000.0,12,苏州尔家蒙氏信息咨询有限公司,学校/学历教育,100-299人,,苏州,虎丘·狮山,3-5年,本科,,http://www.zhaopin.com/jobdetail/CCL1233565130J40850674113.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['音乐', '美术', '舞蹈', '幼儿园', '托育中心', '早教中心', '幼师资格证', '普通话水平测试二级甲等证书', '保育员职业资格证书']",6000.0,72000.0,3-5年,本科,4.0,5K-10K,True
暖通助理工程师（电池厂）,8000-10000元,8000.0,10000.0,12,大族激光,10000人以上,上市公司,专用设备制造,苏州,张家港·后塍,1-3年,中专/中技,,http://www.zhaopin.com/jobdetail/CC000341550J40806578305.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['暖通运维', '电池厂']",9000.0,108000.0,1-3年,中专,2.0,5K-10K,True
体系文控文员,5000-7000元,5000.0,7000.0,12,苏州高晶新材料科技有限公司,20-99人,民营,船舶/航空/航天/火车制造,苏州,常熟·东南,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1333397090J40838638105.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['汽车行业质量管理体系', '国军标质量管理体系', '航空航天质量管理体系', 'ISO认证', 'GJB认证', 'GB/T认证', '必须要有文控工作经验']",6000.0,72000.0,1-3年,大专,2.0,5K-10K,True
数据运营专员,5000-7000元·13薪,5000.0,7000.0,13,上海寰通商务科技有限公司,100-299人,外商独资,计算机软件,苏州,工业园区,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC137751860J40814227507.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,['excel'],6000.0,78000.0,1-3年,本科,2.0,5K-10K,True
机动车交易市场车辆查验员,5000-6000元,5000.0,6000.0,12,酷骁数字科技(苏州)有限公司,20-99人,民营,互联网,苏州,相城·北河泾,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1408730310J40534767310.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,['机动车查验员'],5500.0,66000.0,1-3年,大专,2.0,5K-10K,True
线束设备调机员,6000-10000元,6000.0,10000.0,12,苏州勤鑫创电子科技有限公司,100-299人,民营,电气机械/电力设备,苏州,吴中·太湖,1-3年,高中,,http://www.zhaopin.com/jobdetail/CC340954510J40716024810.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['电子线束', 'AutoCAD']",8000.0,96000.0,1-3年,高中,2.0,5K-10K,True
核价采购,1.3-2.5万·14薪,13000.0,25000.0,14,三一集团有限公司,10000人以上,民营,专用设备制造,苏州,常熟·东南,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC134218700J40828697410.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,[],19000.0,266000.0,3-5年,本科,4.0,15K-20K,True
市场营销,6000-10000元,6000.0,10000.0,12,苏州杰尔创企业管理咨询有限公司,100-299人,民营,贸易/进出口,苏州,姑苏·金阊,经验不限,大专,,http://www.zhaopin.com/jobdetail/CCL1404233160J40832320609.htm?refcode=4019&srccode=401903&preactionid=90e26696-d066-4aae-b9ef-92a31800b41c,"['提供住宿', '接受无经验']",8000.0,96000.0,不限,大专,,5K-10K,True
苏州—多肽合成高级研究员(J10144),8000-16000元,8000.0,16000.0,12,维亚生物科技(上海)股份有限公司,1000-9999人,上市公司,生物工程,苏州,工业园区,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC211097010J40824789009.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['小分子化合物合成', '有机合成']",12000.0,144000.0,3-5年,本科,4.0,10K-15K,True
审计助理-苏州分所,4000-6000元,4000.0,6000.0,12,北京兴华会计师事务所(特殊普通合伙),1000-9999人,民营,咨询服务,苏州,工业园区,经验不限,本科,,http://www.zhaopin.com/jobdetail/CC461721420J40764422609.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,['会计师事务所'],5000.0,60000.0,不限,本科,,5K-10K,True
热工理化计量工程师,6000-10000元,6000.0,10000.0,12,珠海科量检测技术有限公司江苏分公司,20-99人,民营,检测/认证,苏州,昆山·玉山,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1372696720J40399546708.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['计量校准', '计量检测', '热度计量', '湿度计量', '温度计量', '化学计量', '仪器仪表', '化学计量器具']",8000.0,96000.0,1-3年,大专,2.0,5K-10K,True
地区经理,1-1.5万,10000.0,15000.0,12,浙江厚方医药有限公司,100-299人,民营,医药批发/零售,苏州,姑苏·苏锦,3-5年,大专,,http://www.zhaopin.com/jobdetail/CC619496280J40848784208.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,['OTC推广'],12500.0,150000.0,3-5年,大专,4.0,10K-15K,True
电机研发工程师,2.5-5万,25000.0,50000.0,12,精效悬浮(苏州)科技有限公司,100-299人,民营,船舶/航空/航天/火车制造,苏州,虎丘·浒墅关,5-10年,本科,,http://www.zhaopin.com/jobdetail/CCL1371304940J40905662708.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['电路设计', 'Fluent']",37500.0,450000.0,5-10年,本科,7.5,30K-50K,True
景观施工图设计师,9000-13000元,9000.0,13000.0,12,苏州方境园林设计有限公司,20-99人,民营,建筑设计,苏州,相城·澄阳,5-10年,大专,,http://www.zhaopin.com/jobdetail/CCL1291288110J40634103408.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['住宅景观', '文旅景观', '公园景观']",11000.0,132000.0,5-10年,大专,7.5,10K-15K,True
牛仔QC质量跟单,8000-9000元,8000.0,9000.0,12,苏州市富贵虎纺织服饰有限公司,500-999人,民营,耐用消费品,苏州,常熟·碧溪,5-10年,学历不限,,http://www.zhaopin.com/jobdetail/CC188636410J40440402912.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['服装质量检验', '服装质量']",8500.0,102000.0,5-10年,不限,7.5,5K-10K,True
机电bim深化设计师,9000-15000元·13薪,9000.0,15000.0,13,江苏鸿鑫智能制造有限公司,20-99人,民营,专用设备制造,苏州,昆山·玉山,1-3年,本科,,http://www.zhaopin.com/jobdetail/CCL1363755070J40822387811.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['ArchiCAD', 'Revit', '智能建筑', '装配式建筑']",12000.0,156000.0,1-3年,本科,2.0,10K-15K,True
集团财务总经理,5-7.5万,50000.0,75000.0,12,苏州太仓睿满贸易有限公司,100-299人,民营,贸易/进出口,苏州,太仓·城厢,3-5年,本科,,http://www.zhaopin.com/jobdetail/CCL1244315200J40826456811.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['财务分析', '成本管理', '税务管理', 'IPO项目', '并购项目', '上市企业', '集团公司', 'CPA中国注册会计师', 'ACCA', '财务战略规划', '房产项目财务管理']",62500.0,750000.0,3-5年,本科,4.0,50K以上,True
销售主管（健康知识主播）,1.5-3万·15薪,15000.0,30000.0,15,上海颐链网络科技有限公司,20-99人,民营,互联网,苏州,昆山·花桥,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1515740380J40871926412.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['保险', '电话销售', '网络销售', '直播带货', '教培', '直销']",22500.0,337500.0,不限,不限,,20K-30K,True
机电工程师,8000-16000元·13薪,8000.0,16000.0,13,江苏鸿鑫智能制造有限公司,20-99人,民营,专用设备制造,苏州,昆山·玉山,5-10年,本科,,http://www.zhaopin.com/jobdetail/CCL1363755070J40821957011.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['设计', '安装/调试', '维修/保养', 'SolidWorks']",12000.0,156000.0,5-10年,本科,7.5,10K-15K,True
25 26届实习生 五险一金 包吃住,200-240元/天,200.0,240.0,12,上海赞华实业有限公司,300-499人,民营,咨询服务,苏州,昆山·花桥,无经验,大专,,http://www.zhaopin.com/jobdetail/CC547900620J40839183312.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['包吃包住', '五险一金', '直签', '25届大专', '26届大专']",220.0,2640.0,0年,大专,0.0,5K以下,True
兽用麻醉临床医生,8000-15000元,8000.0,15000.0,12,苏州坤宸生物科技有限公司,20人以下,民营,贸易/进出口,苏州,相城·澄阳,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC837084130J40813854712.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,['医师执业证书'],11500.0,138000.0,3-5年,本科,4.0,10K-15K,True
急招铣工 五险一金,1.3-1.6万,13000.0,16000.0,12,昆山晴奕机电科技有限公司,20-99人,民营,金属制品业,苏州,昆山·花桥,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CC566124380J40751878212.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,['新代'],14500.0,174000.0,不限,不限,,10K-15K,True
招装配电工/钳工小工 包吃住,8000-9000元,8000.0,9000.0,12,上海赞华实业有限公司,300-499人,民营,咨询服务,苏州,工业园区,1年以下,学历不限,,http://www.zhaopin.com/jobdetail/CC547900620J40832823812.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['包吃住', '装配电工']",8500.0,102000.0,0-1年,不限,0.5,5K-10K,True
环保百度运营,6000-10000元,6000.0,10000.0,12,福建孚诺泰环保设备有限公司,1000-9999人,民营,环保,苏州,昆山·千灯,5-10年,学历不限,,http://www.zhaopin.com/jobdetail/CC876871210J40822294407.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['百度', '搜狗', '信息流推广', '搜索引擎推广']",8000.0,96000.0,5-10年,不限,7.5,5K-10K,True
剧组艺人助理,5000-10000元,5000.0,10000.0,12,中星影人(北京)网络影视有限公司,20-99人,民营,广播/影视,苏州,吴中·香山,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1486120250J40775730008.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['演员助理', '全职']",7500.0,90000.0,不限,不限,,5K-10K,True
小动物技术员(J10901),6000-10000元,6000.0,10000.0,12,北京赛赋医药研究院有限公司,500-999人,民营,医药制造,苏州,工业园区,1-3年,大专,,http://www.zhaopin.com/jobdetail/CC463576680J40887938508.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,['大小鼠实验'],8000.0,96000.0,1-3年,大专,2.0,5K-10K,True
实验室医疗工程师助理（万影医疗）,7000-8000元,7000.0,8000.0,12,上海杰艾企业管理咨询有限公司,500-999人,外商独资,咨询服务,苏州,虎丘·浒墅关,经验不限,大专,,http://www.zhaopin.com/jobdetail/CC701127020J40809294707.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['三类医疗器械', '医疗设备', '超声科器械', '放射科器械', '电气自动化', '强电弱电']",7500.0,90000.0,不限,大专,,5K-10K,True
注塑工艺员,9000-13000元,9000.0,13000.0,12,苏州鑫康道医疗科技有限公司,100-299人,民营,金属制品业,苏州,吴中·光福,1-3年,高中,,http://www.zhaopin.com/jobdetail/CC509783430J40818817907.htm?refcode=4019&srccode=401903&preactionid=646a3e47-fc43-4f72-8eb8-959f66e76c84,"['注塑工艺', '注塑操作']",11000.0,132000.0,1-3年,高中,2.0,10K-15K,True
三坐标测量工程师,7000-9000元,7000.0,9000.0,12,苏州绿的谐波传动科技股份有限公司,1000-9999人,民营,仪器仪表制造,苏州,吴中·木渎,1-3年,中专/中技,,http://www.zhaopin.com/jobdetail/CC432846910J40831097214.htm?refcode=4019&srccode=401903&preactionid=226db429-8a94-4821-80cd-d2f3320e2a25,"['机加件', '海克斯康']",8000.0,96000.0,1-3年,中专,2.0,5K-10K,True
诚聘模具工,6000-8000元·13薪,6000.0,8000.0,13,富士康电子工业发展(昆山)有限公司,10000人以上,外商独资,计算机硬件,苏州,昆山·玉山,1-3年,中专/中技,,http://www.zhaopin.com/jobdetail/CC888415850J40629767515.htm?refcode=4019&srccode=401903&preactionid=226db429-8a94-4821-80cd-d2f3320e2a25,['冲压模具'],7000.0,91000.0,1-3年,中专,2.0,5K-10K,True
苏州招聘货运司机/五险一金/带车回家停,5000-8000元,5000.0,8000.0,12,福建吉诺车辆服务股份有限公司,1000-9999人,股份制企业,货运/物流/仓储,苏州,姑苏·金阊,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CC305564180J40871644412.htm?refcode=4019&srccode=401903&preactionid=226db429-8a94-4821-80cd-d2f3320e2a25,"['B2驾驶证', 'C1驾驶证', 'A2驾驶证', 'A1驾驶证']",6500.0,78000.0,不限,不限,,5K-10K,True
1.4 万底薪急聘人事HRBP《即时零售项目》五险一金+2 月底前到岗,1.2-2万,12000.0,20000.0,12,苏州见铭留商贸有限公司,20-99人,民营,烟草/酒业,苏州,吴江·盛泽,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC890476200J40876472412.htm?refcode=4019&srccode=401903&preactionid=226db429-8a94-4821-80cd-d2f3320e2a25,"['招聘', '组织发展', '绩效管理']",16000.0,192000.0,1-3年,本科,2.0,15K-20K,True
26届自动化实习生 线上面试 包吃住,6000-7000元,6000.0,7000.0,12,上海赞华实业有限公司,300-499人,民营,咨询服务,苏州,吴中·郭巷,无经验,大专,,http://www.zhaopin.com/jobdetail/CC547900620J40876635412.htm?refcode=4019&srccode=401903&preactionid=226db429-8a94-4821-80cd-d2f3320e2a25,"['包吃包住', '26届大专本科', '企业直签  线上面试']",6500.0,78000.0,0年,大专,0.0,5K-10K,True
灯光师/音响师/舞台机械师实习生,10-100元/天,10.0,100.0,12,深圳聚橙剧院管理有限公司,300-499人,民营,文化艺术/娱乐,苏州,吴中·郭巷,无经验,大专,,http://www.zhaopin.com/jobdetail/CC416669330J40861386813.htm?refcode=4019&srccode=401903&preactionid=226db429-8a94-4821-80cd-d2f3320e2a25,"['舞台灯光', '舞台音响', '舞台机械']",55.0,660.0,0年,大专,0.0,5K以下,True
